id,ipo_id,object_id,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,source_url,source_description,created_at,updated_at
435,484,c:58209,0.0,USD,0.0,,,NYSE:BLD,,,2010-10-06 06:03:58,2010-10-06 06:03:58
436,485,c:19181,0.0,USD,0.0,,,NASDAQ:ELNK,,,2010-10-06 06:16:11,2010-10-06 06:16:11
437,486,c:58317,0.0,USD,0.0,,,NASDAQ:DYAX,,,2010-10-07 04:02:57,2010-10-07 04:02:57
438,487,c:58320,0.0,USD,0.0,,,NYSE:IGT,,,2010-10-07 04:20:36,2010-10-07 04:20:36
439,488,c:58323,0.0,USD,0.0,,,NASDAQ:HSTM,,,2010-10-07 04:46:38,2010-10-07 04:46:38
440,489,c:10545,0.0,USD,0.0,,,NASDAQ:LRAD,,,2010-10-08 03:40:14,2010-10-08 03:40:14
441,490,c:9636,117900.0,JPY,0.0,,2005-02-16,1254,,,2010-10-08 14:45:26,2010-11-02 15:13:31
442,492,c:58544,0.0,USD,0.0,,,NASDAQ:PLXT,,,2010-10-09 03:54:12,2010-10-09 03:54:12
443,493,c:58745,0.0,USD,0.0,,,NASDAQ:CVV,,,2010-10-12 02:34:23,2010-10-12 02:34:23
444,494,c:26973,275000000.0,USD,0.0,,2010-09-16,ELT,,,2010-10-13 12:33:31,2010-10-13 12:33:31
445,495,c:59596,0.0,USD,0.0,,,NASDAQ:DRWI,,,2010-10-21 01:14:44,2010-10-21 01:14:44
446,496,c:59600,0.0,USD,0.0,,,NYSE:VPG,,,2010-10-21 02:05:37,2010-10-21 02:05:37
447,497,c:59612,0.0,USD,0.0,,,NASDAQ:HLCS,,,2010-10-21 05:49:14,2010-10-21 05:49:14
448,498,c:59617,0.0,USD,0.0,,,NASDAQ:ATHX,,,2010-10-21 06:41:37,2010-10-21 06:41:37
449,499,c:59832,0.0,USD,0.0,,,NASDAQ:POWI,,,2010-10-23 02:34:24,2010-10-23 02:34:24
450,500,c:42502,0.0,USD,0.0,,,NASDAQ:CEPH,,,2010-10-27 02:14:43,2010-10-27 02:14:43
451,501,c:25020,0.0,USD,0.0,USD,1990-07-27,NASDAQ:TRMB,,,2010-10-27 02:21:58,2012-04-16 03:47:09
452,502,c:60128,0.0,USD,0.0,,,NASDAQ:MCOX,,,2010-10-27 06:23:21,2010-10-27 06:23:21
453,503,c:29609,200000000.0,USD,0.0,,,NASDAQ:PACB,,,2010-10-27 06:52:12,2010-10-27 06:52:12
454,504,c:60142,0.0,USD,0.0,,2010-10-25,SLTD,,,2010-10-27 11:10:35,2010-10-27 11:10:35
455,505,c:50210,0.0,USD,0.0,,,NYSE:CUB,,,2010-10-28 07:13:22,2010-10-28 07:13:22
456,506,c:60365,0.0,USD,0.0,,,NASDAQ:ONCY,,,2010-10-29 03:46:01,2010-10-29 03:46:01
457,508,c:60372,0.0,USD,0.0,,,NASDAQ:ELGX,,,2010-10-29 04:42:00,2010-10-29 04:42:00
458,509,c:32658,0.0,USD,0.0,,,NASDAQ:ACHN,,,2010-11-01 02:19:54,2010-11-01 02:19:54
459,510,c:60509,0.0,USD,0.0,,,NASDAQ:RPTP,,,2010-11-01 03:39:51,2010-11-01 03:39:51
460,511,c:60511,0.0,USD,0.0,,,NASDAQ:OMX,,,2010-11-01 04:15:18,2010-11-01 04:15:18
461,513,c:10241,0.0,USD,0.0,,,NASDAQ:GLBC,,,2010-11-03 04:44:51,2010-11-03 04:44:51
462,514,c:31588,0.0,USD,0.0,,,NYSE:LLY,,,2010-11-09 04:13:29,2010-11-09 04:13:29
463,515,c:50065,0.0,USD,0.0,,,NYSE:TW,,,2010-11-11 07:15:22,2010-11-11 07:17:02
464,516,c:3484,0.0,USD,0.0,,,NASDAQ:ARBX,,,2010-11-15 04:37:50,2010-11-15 04:37:50
465,517,c:61616,0.0,USD,0.0,,,NASDAQ:NSYS,,,2010-11-16 04:28:38,2010-11-16 04:28:38
466,518,c:53333,0.0,USD,0.0,,,AMEX:WEX,,,2010-11-16 04:33:17,2010-11-16 04:33:17
467,519,c:590,0.0,USD,0.0,,1999-11-26,NYSE:T,,,2010-11-18 09:29:47,2010-11-18 09:29:47
468,520,c:1197,0.0,USD,0.0,USD,1985-04-26,NYSE:BBY,,,2010-11-18 10:48:34,2012-04-16 03:43:25
469,521,c:61919,0.0,USD,0.0,,,NASDAQ:OPTC,,,2010-11-19 04:23:33,2010-11-19 04:23:33
470,522,c:61927,0.0,USD,0.0,,,NASDAQ:MSII,,,2010-11-19 06:34:45,2010-11-19 06:34:45
471,523,c:61930,0.0,USD,0.0,,,NASDAQ:SMSC,,,2010-11-19 07:00:54,2010-11-19 07:00:54
472,524,c:5744,0.0,USD,0.0,USD,2001-07-27,NYSE:ACN,,,2010-11-22 04:47:15,2012-04-12 03:54:56
473,525,c:4823,0.0,USD,0.0,USD,,NASDAQ:ARBA,,,2010-11-22 05:00:29,2012-07-24 09:34:55
474,526,c:8750,0.0,USD,0.0,USD,1999-07-02,NYSE:JNPR,,,2010-11-22 05:06:08,2012-04-16 02:50:28
475,527,c:17600,0.0,USD,0.0,,,NASDAQ:GLUU,,,2010-11-22 11:54:38,2010-11-22 11:54:38
476,528,c:9786,0.0,USD,0.0,,,NYSE:LMT,,,2010-11-23 03:13:44,2010-11-23 03:13:44
477,529,c:32435,0.0,USD,0.0,,,NYSE:BSX,,,2010-11-23 05:31:46,2010-11-23 05:31:46
478,530,c:62372,0.0,USD,0.0,,,NASDAQ:RADS,,,2010-11-24 03:59:50,2010-11-24 03:59:50
479,531,c:62541,0.0,USD,0.0,,,NASDAQ:ORCT,,,2010-11-26 03:09:37,2010-11-26 03:09:37
480,532,c:62790,0.0,USD,0.0,,,NASDAQ:THRX,,,2010-11-30 04:05:05,2010-11-30 04:05:05
481,533,c:62791,0.0,USD,0.0,,,NASDAQ:MLNX,,,2010-11-30 04:31:45,2010-11-30 04:31:45
482,534,c:62794,0.0,USD,0.0,,,NASDAQ:IDIX,,,2010-11-30 05:25:11,2010-11-30 05:25:11
483,535,c:33654,0.0,USD,0.0,,,NYSE:MDT,,,2010-12-01 05:59:38,2010-12-01 05:59:38
484,536,c:62890,0.0,USD,0.0,,,NASDAQ:ZIGO,,,2010-12-01 07:05:35,2010-12-01 07:05:35
485,537,c:350,0.0,USD,0.0,USD,1993-03-04,NASDAQ:IACI,,,2010-12-01 12:27:52,2012-11-05 21:34:54
486,539,c:24597,0.0,USD,0.0,,2007-07-18,DHX,,,2010-12-06 04:26:01,2010-12-06 04:26:01
487,540,c:8248,0.0,USD,0.0,,,NASDAQ:JCOM,,,2010-12-08 04:38:18,2010-12-08 04:38:18
488,541,c:40591,0.0,USD,0.0,,,NASDAQ:VRSK,,,2010-12-08 05:56:30,2010-12-08 05:56:30
489,542,c:1448,0.0,USD,0.0,,2010-12-08,NYSE:YOKU,,,2010-12-08 17:27:30,2010-12-08 17:28:33
490,543,c:1504,0.0,USD,0.0,,,Nasdaq:LINTA,,,2010-12-09 00:57:46,2010-12-09 00:57:46
491,544,c:63571,0.0,USD,0.0,,,NASDAQ:MNTA,,,2010-12-09 06:19:01,2010-12-09 06:19:01
492,545,c:63671,0.0,USD,0.0,,,NASDAQ:ASCMA,,,2010-12-10 06:05:36,2010-12-10 06:05:36
493,546,c:42276,0.0,USD,0.0,USD,2012-05-21,NYSE:LYV,,,2010-12-11 12:10:47,2013-11-13 04:05:59
494,547,c:64013,0.0,USD,0.0,,,NASDAQ:PAYX,,,2010-12-15 03:36:49,2010-12-15 03:36:49
495,548,c:48411,0.0,USD,0.0,,,NYSE:SWK,,,2010-12-16 06:47:24,2010-12-16 06:47:24
496,549,c:64174,0.0,USD,0.0,,,NASDAQ:RGEN,,,2010-12-17 03:00:16,2010-12-17 03:00:16
497,550,c:64176,0.0,USD,0.0,,,NASDAQ:RRD,,,2010-12-17 03:45:52,2010-12-17 03:45:52
498,551,c:64179,0.0,USD,0.0,,,NASDAQ:IPXL,,,2010-12-17 04:51:26,2010-12-17 04:51:26
499,552,c:64189,0.0,USD,0.0,,,NASDAQ:ICAD,,,2010-12-17 07:02:43,2010-12-17 07:02:43
500,553,c:64192,0.0,USD,0.0,,,NYSE:MET,,,2010-12-17 07:23:36,2010-12-17 07:23:36
501,554,c:250,0.0,USD,0.0,,,NYSE:NYT,,,2010-12-17 09:05:43,2010-12-17 09:05:43
502,555,c:64486,0.0,USD,0.0,,,NASDAQ:LCRD,,,2010-12-21 02:56:27,2010-12-21 02:56:27
503,556,c:64491,0.0,USD,0.0,,,NASDAQ:IVAC,,,2010-12-21 04:08:53,2010-12-21 04:08:53
504,557,c:26613,0.0,USD,0.0,,,NASDAQ:FNSR,,,2010-12-21 04:56:39,2010-12-21 04:56:39
505,558,c:64500,0.0,USD,0.0,,,NYSE:CDI,,,2010-12-21 05:39:46,2010-12-21 05:39:46
506,559,c:64606,0.0,USD,0.0,,,NASDAQ:BIIB,,,2010-12-22 07:13:35,2010-12-22 07:13:35
507,561,c:845,0.0,USD,0.0,USD,,NASDAQ:RNWK,,,2010-12-22 09:45:55,2012-06-25 03:51:03
508,562,c:41552,0.0,USD,0.0,,,NYSE:ISS,,,2010-12-23 06:28:22,2010-12-23 06:28:22
509,563,c:64747,0.0,USD,0.0,,,NASDAQ:CSTR,,,2010-12-23 12:32:18,2010-12-23 12:32:18
510,564,c:57168,0.0,USD,0.0,,,NASDAQ:IMAX,,,2010-12-24 07:07:33,2010-12-24 07:07:33
511,565,c:64802,0.0,USD,0.0,,,NYSE:NOC,,,2010-12-24 07:56:53,2010-12-24 07:56:53
512,566,c:62258,0.0,USD,0.0,,,NYSE:OMC,,,2010-12-24 11:06:03,2010-12-24 11:09:21
513,567,c:64864,0.0,USD,0.0,,,NYSE:PLT,,,2010-12-25 10:54:33,2010-12-25 10:54:33
514,568,c:64868,0.0,USD,0.0,,,NASDAQ:DINE,,,2010-12-25 11:35:29,2010-12-25 11:35:29
515,569,c:64869,0.0,USD,0.0,,,NYSE:UPS,,,2010-12-25 11:54:11,2010-12-25 11:54:11
516,570,c:64964,79000000.0,USD,0.0,,2010-12-09,LEDS,,,2010-12-28 01:21:54,2010-12-28 01:21:54
517,571,c:64967,0.0,USD,0.0,,,NYSE:DY,,,2010-12-28 02:04:42,2010-12-28 02:04:42
518,573,c:25644,0.0,USD,0.0,,,NASDAQ:OSIS,,,2010-12-30 04:51:20,2010-12-30 04:51:20
519,574,c:65403,0.0,USD,0.0,,,NYSE:ESL,,,2011-01-04 06:24:35,2011-01-04 06:24:35
520,575,c:65949,0.0,USD,115000000.0,USD,2013-05-21,NASDAQ:ACAD,http://www.utsandiego.com/news/2013/may/20/acadia-raises-115-million/,Acadia raises $115 million,2011-01-12 04:20:51,2013-05-22 05:11:30
521,576,c:3203,0.0,USD,0.0,,,NASDAQ:CCOI,,,2011-01-12 10:20:48,2011-01-12 10:20:48
522,577,c:65978,0.0,USD,0.0,,,NYSE:PRO,,,2011-01-12 10:42:08,2011-01-12 10:42:08
523,578,c:66057,0.0,USD,0.0,,,NASDAQ:KOPN,,,2011-01-13 04:28:48,2011-01-13 04:28:48
524,579,c:66158,0.0,USD,0.0,,,NASDAQ:CLDA,,,2011-01-14 03:08:10,2011-01-14 03:08:10
525,580,c:27810,0.0,USD,0.0,,,NASDAQ:VRNT,,,2011-01-17 05:11:11,2011-01-17 05:11:11
526,581,c:66325,0.0,USD,0.0,,,NASDAQ:ANAD,,,2011-01-17 05:54:23,2011-01-17 05:54:23
527,582,c:66540,0.0,USD,0.0,USD,,NASDAQ:SGEN,,,2011-01-19 02:25:01,2013-01-26 00:52:49
528,583,c:66549,0.0,USD,0.0,,,NASDAQ:FALC,,,2011-01-19 04:05:51,2011-01-19 04:05:51
529,584,c:59087,0.0,USD,0.0,,,NASDAQ:ESLRD,,,2011-01-19 04:56:34,2011-01-19 04:56:34
530,585,c:66554,0.0,USD,0.0,,,NASDAQ:MRCY,,,2011-01-19 05:05:23,2011-01-19 05:05:23
531,586,c:26059,0.0,USD,0.0,,,NYSE:TYL,,,2011-01-19 05:48:08,2011-01-19 05:48:08
532,587,c:66634,0.0,USD,0.0,,,NASDAQ:CM,,,2011-01-20 06:04:43,2011-01-20 06:04:43
533,588,c:37673,0.0,USD,0.0,,,NASDAQ:ADTN,,,2011-01-21 02:29:12,2011-01-21 02:29:12
534,589,c:66724,0.0,USD,0.0,,,NASDAQ:HITT,,,2011-01-21 02:38:59,2011-01-21 02:38:59
535,590,c:66725,0.0,USD,0.0,,,NASDAQ:PSDV,,,2011-01-21 02:52:57,2011-01-21 02:52:57
536,591,c:66835,0.0,USD,0.0,,,NASDAQ:ARQL,,,2011-01-22 04:11:38,2011-01-22 04:11:38
537,592,c:64658,0.0,USD,0.0,,,NASDAQ:ORBT,,,2011-01-22 05:05:20,2011-01-22 05:05:20
538,593,c:67017,0.0,USD,0.0,,,NASDAQ:MCRL,,,2011-01-25 05:08:07,2011-01-25 05:08:07
539,594,c:67112,0.0,USD,0.0,,,NASDAQ:GENZ,,,2011-01-26 05:40:00,2011-01-26 05:40:00
540,595,c:541,1600000000.0,USD,0.0,USD,2011-01-26,NYSE:NLSN,,,2011-01-27 09:08:41,2013-10-01 02:58:21
541,596,c:67328,0.0,USD,0.0,,,NASDAQ:VASC,,,2011-01-28 04:27:41,2011-01-28 04:27:41
542,597,c:67332,0.0,USD,0.0,,,NYSE:WTS,,,2011-01-28 05:05:19,2011-01-28 05:05:19
543,598,c:67598,0.0,USD,0.0,,,NASDAQ:ALXN,,,2011-02-01 05:00:07,2011-02-01 05:00:07
544,599,c:67601,0.0,USD,0.0,,,NASDAQ:CSIQ,,,2011-02-01 06:08:21,2011-02-01 06:08:21
545,600,c:67708,0.0,USD,0.0,,,NASDAQ:DISH,,,2011-02-02 06:20:42,2011-02-02 06:20:42
546,601,c:8249,0.0,USD,0.0,USD,2011-02-02,NASDAQ:EPOC,,,2011-02-02 16:06:55,2013-01-08 12:55:30
547,602,c:26754,0.0,USD,0.0,USD,,NASDAQ:APKT,,,2011-02-03 06:07:02,2013-02-05 11:54:13
548,603,c:26071,0.0,USD,0.0,,,NASDAQ:MANT,,,2011-02-08 04:10:13,2011-02-08 04:10:13
549,604,c:68182,0.0,USD,0.0,,,NASDAQ:OPTR,,,2011-02-08 04:46:44,2011-02-08 04:46:44
550,605,c:68190,0.0,USD,0.0,,,NASDAQ:VSEA,,,2011-02-08 05:22:59,2011-02-08 05:22:59
551,606,c:68300,0.0,USD,0.0,,,NASDAQ:SLTC,,,2011-02-09 04:16:43,2011-02-09 04:16:43
552,607,c:25909,0.0,USD,0.0,,,NASDAQ:GEVO,,,2011-02-10 02:58:14,2011-02-10 02:58:14
553,608,c:30981,0.0,USD,0.0,,,NYSE:HTZ,,,2011-02-11 09:49:19,2011-02-11 09:49:19
554,609,c:68733,0.0,USD,0.0,USD,1990-03-26,NASDAQ:SYMM,,,2011-02-15 06:40:36,2013-10-22 04:53:11
555,610,c:65857,0.0,USD,0.0,,,NYSE:DOV,,,2011-02-17 03:47:04,2011-02-17 03:47:04
556,611,c:6954,0.0,USD,0.0,,,NYSE:MSO,,,2011-02-17 03:59:04,2011-02-17 03:59:04
557,612,c:69004,0.0,USD,0.0,,,NYSE:FLT,,,2011-02-18 05:15:21,2011-02-18 05:15:21
558,613,c:32494,0.0,USD,0.0,,,NYSE:ALR-B,,,2011-02-19 02:37:20,2011-02-19 02:37:20
559,614,c:32381,0.0,USD,0.0,,,NASDAQ:ZRAN,,,2011-02-22 02:42:53,2011-02-22 02:42:53
560,615,c:40866,0.0,USD,0.0,USD,,NYSE:DDD,,,2011-02-23 10:34:42,2012-07-18 22:48:43
561,616,c:4824,0.0,USD,0.0,USD,,NASDAQ:VMED,,,2011-02-25 05:56:25,2013-02-06 11:13:05
562,617,c:70064,0.0,USD,0.0,,,NYSE:IRF,,,2011-03-01 06:22:09,2011-03-01 06:22:09
563,618,c:70187,0.0,USD,0.0,,,NASDAQ:RXII,,,2011-03-02 10:57:12,2011-03-02 10:57:12
564,619,c:63604,0.0,USD,0.0,,,NASDAQ:AMCC,,,2011-03-02 11:33:04,2011-03-02 11:33:04
565,620,c:70360,0.0,USD,0.0,,,NASDAQ:USMO,,,2011-03-04 04:34:25,2011-03-04 04:34:25
566,621,c:70446,0.0,USD,0.0,,,NASDAQ:ELON,,,2011-03-05 04:36:13,2011-03-05 04:36:13
567,622,c:35239,0.0,USD,0.0,,,NYSE:MWW,,,2011-03-08 04:29:37,2011-03-08 04:29:37
568,623,c:66768,0.0,USD,0.0,USD,2005-09-09,OTCBB:APWR,,,2011-03-09 05:15:21,2013-12-11 10:04:25
569,624,c:17274,245000000.0,USD,0.0,,2011-02-14,NASDAQ:DMAN,,,2011-03-10 05:13:13,2011-10-29 21:26:53
570,625,c:5722,0.0,USD,0.0,,,NYSE:LSI,,,2011-03-10 05:55:14,2011-03-10 05:55:14
571,626,c:1727,0.0,USD,0.0,USD,1995-12-01,NASDAQ:NTAP,,,2011-03-10 05:57:35,2012-04-16 02:39:13
572,627,c:70820,0.0,USD,0.0,,,NASDAQ:AEZS,,,2011-03-10 06:17:27,2011-03-10 06:17:27
573,628,c:6760,0.0,USD,0.0,,,NYSE:HRS,,,2011-03-11 03:45:03,2011-03-11 03:45:03
574,629,c:28417,0.0,USD,0.0,,,NASDAQ:SSNC,,,2011-03-12 02:47:19,2011-03-12 02:47:19
575,630,c:71132,0.0,USD,0.0,,,NYSE:PKE,,,2011-03-15 05:23:54,2011-03-15 05:23:54
576,631,c:71396,0.0,USD,0.0,,,NASDAQ:PCCC,,,2011-03-18 03:22:37,2011-03-18 03:22:37
577,632,c:71399,0.0,USD,0.0,,,NYSE:SPA,,,2011-03-18 03:48:06,2011-03-18 03:48:06
578,633,c:24837,0.0,USD,0.0,,,NASDAQ:SZYM,,,2011-03-21 02:39:31,2011-03-21 02:39:31
579,634,c:70520,0.0,USD,0.0,,,NASDAQ:WAG,,,2011-03-25 07:31:33,2011-03-25 07:31:33
580,635,c:20129,900000000.0,USD,0.0,,2011-07-05,CSOD,,,2011-03-25 19:52:25,2011-07-06 17:35:24
581,636,c:72049,0.0,USD,0.0,,,NASDAQ:JCS,,,2011-03-26 00:40:27,2011-03-26 00:40:27
582,637,c:72243,0.0,USD,0.0,,,NASDAQ:ALNY,,,2011-03-29 02:55:41,2011-03-29 02:55:41
583,638,c:72249,0.0,USD,0.0,USD,1997-03-06,NASDAQ:EMKR,,,2011-03-29 04:40:59,2013-10-03 07:03:58
584,639,c:72353,0.0,USD,0.0,,,NASDAQ:ALGN,,,2011-03-30 02:56:04,2011-03-30 02:56:04
585,640,c:40614,0.0,USD,0.0,,,NASDAQ:DTLK,,,2011-04-02 02:50:32,2011-04-02 02:50:32
586,641,c:54169,0.0,USD,0.0,,,NYSE:QTM,,,2011-04-05 03:26:13,2011-04-05 03:26:13
587,642,c:4304,0.0,USD,0.0,USD,1978-01-13,NASDAQ:TXN,,,2011-04-05 05:14:19,2012-04-12 04:56:34
588,643,c:13402,0.0,USD,0.0,,,NYSE:NSM,,,2011-04-05 05:16:24,2011-04-05 05:16:24
589,644,c:73059,0.0,USD,0.0,,,NASDAQ:ALSK,,,2011-04-06 04:44:45,2011-04-06 04:44:45
590,645,c:73262,0.0,USD,0.0,,,NASDAQ:CBMX,,,2011-04-08 02:19:22,2011-04-08 02:19:22
591,647,c:73434,0.0,USD,0.0,,,NASDAQ:SCSC,,,2011-04-11 02:01:51,2011-04-11 02:01:51
592,648,c:73629,0.0,USD,0.0,USD,2007-01-23,NASDAQ:AVAV,,,2011-04-13 03:13:43,2013-10-02 13:35:33
593,649,c:50961,0.0,USD,0.0,,,NASDAQ:ERES,,,2011-04-15 04:57:04,2011-04-15 04:57:04
594,650,c:74148,0.0,USD,0.0,,,NASDAQ:SCLN,,,2011-04-20 03:02:57,2011-04-20 03:02:57
595,651,c:27868,0.0,USD,0.0,,,NASDAQ:INTX,,,2011-04-22 01:54:35,2011-04-22 01:54:35
596,652,c:74361,0.0,USD,0.0,,,NASDAQ:ELSE,,,2011-04-22 03:22:53,2011-04-22 03:22:53
597,653,c:75208,0.0,USD,0.0,,,NASDAQ:SRLS,,,2011-05-03 01:50:04,2011-05-03 01:50:04
598,654,c:19688,0.0,USD,0.0,,,NASDAQ:BITS,,,2011-05-03 01:58:28,2011-05-03 01:58:28
599,655,c:9379,0.0,USD,0.0,,2003-12-01,NASDAQ:TZOO,,,2011-05-06 05:33:36,2011-11-13 18:40:54
600,656,c:75611,0.0,USD,0.0,,,NASDAQ:WWVY,,,2011-05-07 03:43:48,2011-05-07 03:43:48
601,658,c:75836,0.0,USD,0.0,,,NASDAQ:ALKS,,,2011-05-10 02:36:04,2011-05-10 02:36:04
602,659,c:5622,0.0,USD,0.0,USD,2011-05-24,NASDAQ:YNDX,,,2011-05-10 03:19:29,2012-04-11 04:40:59
603,660,c:76246,0.0,USD,0.0,,,NASDAQ:BIOD,,,2011-05-14 02:20:25,2011-05-14 02:20:25
604,661,c:176,9310000000.0,USD,352800000.0,USD,2011-07-20,NYSE:LNKD,http://blogs.wsj.com/deals/2011/05/18/linkedin-biggest-internet-ipo-since-google/,LinkedIn: Biggest Internet IPO Since Google,2011-05-20 15:49:02,2013-12-10 22:14:38
605,662,c:50953,0.0,USD,0.0,USD,2004-02-27,NASDAQ:ACCL,,,2011-05-24 02:10:08,2013-12-10 06:23:25
606,663,c:53889,0.0,USD,0.0,,,NASDAQ:AMSC,,,2011-05-25 01:33:00,2011-05-25 01:33:00
607,665,c:77503,0.0,USD,0.0,,,NASDAQ:AMAG,,,2011-05-27 01:44:10,2011-05-27 01:44:10
608,666,c:77590,0.0,USD,0.0,,,NASDAQ:AATI,,,2011-05-28 02:51:25,2011-05-28 02:51:25
609,667,c:77601,0.0,USD,0.0,,,NASDAQ:RIGL,,,2011-05-28 07:09:21,2011-05-28 07:09:21
610,668,c:66769,0.0,USD,0.0,,,NASDAQ:TRID,,,2011-06-08 05:45:53,2011-06-08 05:45:53
611,669,c:68638,0.0,USD,0.0,,,NYSE:PKI,,,2011-06-14 01:43:58,2011-06-14 01:43:58
612,670,c:161,1641000000.0,USD,0.0,USD,2011-12-28,NYSE:P,,,2011-06-15 01:39:01,2013-10-21 21:00:48
613,671,c:24864,0.0,USD,0.0,,,NYSE:GD,,,2011-06-15 02:01:20,2011-06-15 02:01:20
614,672,c:22130,0.0,USD,0.0,,,NASDAQ:IKAN,,,2011-06-16 03:04:21,2011-06-16 03:04:21
615,673,c:2312,3000000000.0,USD,216000000.0,USD,2011-06-29,NASDAQ:AWAY,http://www.businesswire.com/news/home/20110629006922/en/HomeAway-Public-Surges-Day-Trading,http://blogs.wsj.com/venturecapital/2011/06/28/homeaway-ipo-prices-at-27share-valued-at-2-2b/,2011-06-17 03:50:30,2012-03-14 01:59:48
616,674,c:79494,0.0,USD,0.0,,,NASDAQ:PLAB,,,2011-06-18 03:34:04,2011-06-18 03:34:04
617,675,c:9389,0.0,USD,0.0,,,NASDAQ:ZAGG,,,2011-06-22 03:18:27,2011-06-22 03:18:27
618,676,c:79815,0.0,USD,0.0,,,NASDAQ:LMNX,,,2011-06-22 04:43:37,2011-06-22 04:43:37
619,677,c:8661,0.0,USD,0.0,USD,1999-06-04,NASDAQ:BRCD,,,2011-06-24 04:58:04,2012-02-24 23:09:13
620,678,c:29586,0.0,USD,0.0,,,NYSE:JCI,,,2011-06-28 03:16:34,2011-06-28 03:16:34
621,679,c:80399,0.0,USD,0.0,,,NASDAQ:SERV,,,2011-06-28 04:22:15,2011-06-28 04:22:15
622,680,c:26050,0.0,USD,0.0,USD,1981-12-18,NASDAQ:CA,,,2011-06-30 02:56:49,2012-04-16 02:43:13
623,681,c:3600,1060000000.0,USD,0.0,USD,,NYSE:ONE,,,2011-06-30 16:06:04,2013-08-21 10:36:57
624,682,c:81002,0.0,USD,0.0,,,NASDAQ:ACOR,,,2011-07-04 02:23:59,2011-07-04 02:23:59
625,683,c:81091,0.0,USD,0.0,,,NYSE:TDS,,,2011-07-05 02:12:07,2011-07-05 02:12:07
626,684,c:65056,0.0,USD,0.0,,,NASDAQ:HCOM,,,2011-07-06 02:44:15,2011-07-06 02:44:15
627,685,c:81452,0.0,USD,0.0,,,NYSE:RMD,,,2011-07-08 03:16:21,2011-07-08 03:16:21
628,686,c:81562,0.0,USD,0.0,,,NYSE:CRY,,,2011-07-09 03:20:40,2011-07-09 03:20:40
629,687,c:81951,0.0,USD,0.0,,,NASDAQ:NXTM,,,2011-07-13 01:15:21,2011-07-13 01:15:21
630,688,c:5473,0.0,USD,0.0,USD,1995-12-22,NASDAQ:NUAN,,,2011-07-15 02:35:19,2012-04-16 03:46:04
631,689,c:82221,0.0,USD,0.0,,,NASDAQ:NXST,,,2011-07-15 04:26:09,2011-07-15 04:26:09
632,690,c:959,2550000000.0,USD,205000000.0,USD,2011-07-19,NASDAQ:Z,http://www.bizjournals.com/seattle/blog/techflash/2013/08/zillow-raises-205m-in-public-offering.html?ana=RSS&s=article_search&cid=dlvr.it+%3Fana%3Dtwt,Zillow raises $205M in public offering,2011-07-16 02:56:20,2013-11-22 23:56:34
633,691,c:82539,0.0,USD,0.0,,,NASDAQ:AVNW,,,2011-07-19 02:11:46,2011-07-19 02:11:46
634,692,c:60788,0.0,JPY,0.0,,1999-08-01,9449,,,2011-07-19 03:04:35,2011-07-19 20:04:12
635,693,c:33597,0.0,USD,0.0,,,NASDAQ:ATHN,,,2011-07-23 02:19:15,2011-07-23 02:19:15
636,694,c:68222,0.0,USD,0.0,USD,2003-09-29,NASDAQ:MSPD,,,2011-07-26 02:05:38,2013-11-06 04:23:28
637,696,c:13246,0.0,USD,0.0,USD,2006-11-24,NASDAQ:FSLR,,,2011-07-26 03:15:45,2013-06-19 17:24:44
638,697,c:581,0.0,USD,0.0,,2007-07-20,OWW,,,2011-07-27 22:02:43,2011-07-27 22:02:56
639,698,c:37739,0.0,USD,0.0,,2011-07-28,NASDAQ:HZNP,,,2011-07-29 04:05:02,2011-07-29 04:05:15
640,700,c:528,0.0,USD,0.0,,2007-11-06,HKSE:1688.HK,,,2011-08-01 01:56:26,2011-08-01 01:56:26
641,701,c:4138,0.0,USD,0.0,,,NASDAQ:PRGS,,,2011-08-02 01:35:03,2011-08-02 01:35:03
642,702,c:34091,85000000.0,USD,0.0,,,NASDAQ:ALLT,,,2011-08-02 01:52:03,2011-08-02 01:52:21
643,703,c:24748,0.0,USD,0.0,,,NASDAQ:ACFN,,,2011-08-02 06:05:31,2011-08-02 06:05:31
644,704,c:49256,0.0,USD,0.0,USD,1996-06-28,NASDAQ:ANSS,,,2011-08-02 06:23:26,2012-04-16 04:02:53
645,705,c:22312,0.0,USD,0.0,,,NASDAQ:WWWW,,,2011-08-04 03:36:15,2011-08-04 03:36:15
646,706,c:84638,0.0,USD,0.0,,,NASDAQ:WWVY,,,2011-08-09 03:58:01,2011-08-09 03:58:01
647,707,c:760,0.0,USD,0.0,,,NYSE:DMD,,,2011-08-10 02:02:34,2011-08-10 02:02:34
648,708,c:65917,0.0,USD,0.0,,,NYSE:DSS,,,2011-08-11 02:13:26,2011-08-11 02:13:26
649,709,c:30927,0.0,USD,0.0,,,NASDAQ:IIN,,,2011-08-15 15:55:07,2011-08-15 15:55:07
650,710,c:12011,0.0,USD,0.0,,,NASDAQ:SGI,,,2011-08-16 03:52:55,2011-08-16 03:52:55
651,711,c:187,0.0,USD,0.0,,,NASDAQ:CARB,,,2011-08-17 03:44:36,2011-08-17 03:44:36
652,713,c:16435,174000000.0,USD,0.0,,,NASDAQ:TUDO,,,2011-08-18 02:27:48,2011-08-18 02:29:00
